ID,Nombre2,PAIS,FUENTE,Fecha,HORA,MES_COLECTADO,ELEVACION,LATITUD,LONGITUD,TIPO,CLASE,COMENTARIOS,Conductivity,d18O,d2H,d-excess,H3,Precipitation,TempAir,TempWater,Vp
86c0a92c-412c-4ed2-b1ba-eed67a713fb7,IZOBAMBA,EC,GNIP - Monthly,15/03/1977,0:00:00,3,3058,-0.37,-78.55,Precipitation,Rain,,,-11.73,-84.3,-72.57,10.5,134,12.2,,10.3
86d0188b-22d7-4122-8874-e22343f0a72d,SAO GABRIEL,BR,GNIP - Monthly,15/03/1976,0:00:00,3,87,-0.13,-67.08,Precipitation,Rain,,,-10.57,-76,-65.43,8.7,244,25.4,,28.1
86db2e4d-c03a-42f0-a486-1f222cb73709,FORTALEZA,BR,GNIP - Monthly,15/03/1983,0:00:00,3,27,-3.72,-38.55,Precipitation,Rain,,,-1.4,-2,-0.6,,248,,,
86ee8267-1277-4f21-8999-225cb093f2d5,LOS TUNJOS,CO,GNIP - Monthly,15/06/1999,0:00:00,6,3780,4.469205556,-74.36964167,Precipitation,Rain,,,-16.16,-116.7,-100.54,,110.1,,,
870123cc-2fb1-4840-92be-0ade807d412d,BENJAMIN CONSTANT,BR,GNIP - Monthly,15/04/1990,0:00:00,4,65,-4.38,-69.98,Precipitation,Rain,,,-8.47,-55.8,-47.33,,299,26,,30.5
87017b30-6e92-496d-ac79-245a3543d5cd,CLARO - Rio Claro (Recreio),BR,GNIR - Time series,18/06/1996,0:00:00,6,512,-22.48591389,-47.59269167,Surface waters,Surface Water - flowing,4d-021-17                ,,-6.55,-44.37,-37.82,,,,,
8709bab5-617f-4e6e-bc33-47215c475629,RIO CLARO (UNESP),BR,GNIP - Monthly,15/08/2018,0:00:00,8,614.49694,-22.399288,-47.543743,Precipitation,Rain,,,-3.69,-13.1,-9.41,3.14,2.7,18.2,,11.5
870bd292-8023-4f88-9289-e20db09b515b,CARITAMAYA,PE,GNIP - Monthly,15/01/2002,0:00:00,1,3825,-16.00555556,-69.7,Precipitation,Rain,,,-14.97,-107.4,-92.43,,116.4,,,
870d1f7b-54e7-4cb4-a2a5-723751583313,SANTAREM,BR,GNIP - Monthly,15/03/1973,0:00:00,3,46,-2.433333333,-54.71666667,Precipitation,Rain,,,-6.9,-48,-41.1,,234.7,,,
872f2fe6-ab7f-4d5d-91ec-d50a87c832a2,IZOBAMBA,EC,GNIP - Monthly,15/02/2006,0:00:00,2,3058,-0.37,-78.55,Precipitation,Rain,,,-9.83,-64.11,-54.28,,188.8,13.4,,12.8
8733f850-31d4-4cb0-8edf-02ff91360abe,SAO LUIS,BR,GNIP - Events,30/09/1989,0:00:00,9,35,-2.6,-44.23,Precipitation,Rain,,,-6.2,-38.5,-32.3,,33,,,
8736885c-35a7-4252-9d0e-237b256534ee,CUIABA,BR,GNIP - Events,30/06/1989,0:00:00,6,165,-15.6,-56.1,Precipitation,Rain,,,-1.64,-0.1,1.54,,,,,
873c8d33-1f22-47d3-9408-19e75d02bacd,EL HATO,CO,GNIP - Monthly,15/06/1999,0:00:00,6,3150,4.501352778,-74.29085833,Precipitation,Rain,,,-14.01,-101.3,-87.29,,80.6,,,
87439d35-dba7-4265-ac41-dd406e07e1a2,PIRACICABA,BR,GNIP - Events,18/12/1996,0:00:00,12,545,-22.71,-46.46583333,Precipitation,Rain,,,-8,-53.9,-45.9,,38.6,,,
874461d4-82a4-4c75-ab71-1c589a3cc612,PIRAI - Passa Tres,BR,GNIR - Time series,7/5/1996,0:00:00,5,609,-22.88719444,-49.67164444,Surface waters,Surface Water - flowing,3d-003-3                 ,,-6.34,-38.05,-31.71,,,,,
8746d292-5a51-4637-854e-cbe96634da7e,ATIBAIA - Atibaia,BR,GNIR - Time series,22/10/1996,0:00:00,10,749,-23.10970556,-46.57221389,Surface waters,Surface Water - flowing,3d-006-23                ,,-5.62,-30.09,-24.47,,,,,
874900c0-fc70-4d64-a892-50381ecf2af8,IZOBAMBA,EC,GNIP - Monthly,15/08/2008,0:00:00,8,3058,-0.37,-78.55,Precipitation,Rain,,,-7.38,-42.43,-35.05,3.91,96.7,11.1,,
87497d20-d292-4975-8b8e-304a55c5c9a6,ESPOCH,EC,GNIP - Monthly,15/10/2018,0:00:00,10,2820,-1.65,-78.68,Precipitation,Precipitation - type unavailable,,,-9.02,-60.5,-51.48,,,,,
876032c2-fb83-4b84-be52-543409360eb3,PIRACICABA - Paulinia,BR,GNIR - Time series,3/12/1996,0:00:00,12,545,-22.76116667,-47.16260278,Surface waters,Surface Water - flowing,4d-009-25                ,,-5.64,-33.14,-27.5,,,,,
8770b211-a01b-488f-a43c-01b1dd0b5307,TONA,CO,GNIP - Monthly,15/12/2004,0:00:00,12,2660,7.198611111,-72.97388889,Precipitation,Rain,H3 result of 9.4Â±1.6 TU removed 2019-12-17,112,-4.04,-16.25,-12.21,,208,13.6,,
8774218c-2316-4975-93e5-df362a39b63e,RIO DE JANEIRO,BR,GNIP - Monthly,15/01/1974,0:00:00,1,26,-22.9,-43.17,Precipitation,Rain,,,-7.68,-50.3,-42.62,14.5,84,25.9,,26.4
8776b68f-8ce0-4217-b7a6-093be48e2802,GALAPAGOS (CDRS),EC,GNIP - Events,6/7/2015,6:00:00,7,2,-0.743055556,-90.30222222,Precipitation,Rain,,,-0.917216581,2.648921941,3.566138523,,5.3,,,
878e9109-987e-4b37-a48b-418c83a061b4,PORTO ALEGRE,BR,GNIP - Monthly,15/03/1968,0:00:00,3,7,-30.08,-51.18,Precipitation,Rain,,,-8.63,-46.8,-38.17,25.3,176,22,,19.5
87aaa21b-26fd-4b16-80f4-617dc61dfb05,BRAGANCA PAULISTA,BR,GNIP - Events,25/08/1997,0:00:00,8,864,-22.94916667,-46.54916667,Precipitation,Rain,,,-3,-2.69,0.31,,15.3,,,
87ae3b3f-5430-42b8-b221-1fa7204215d6,TIBITOC,CO,GNIP - Monthly,15/07/1999,0:00:00,7,2698,4.978761111,-73.96563056,Precipitation,Rain,,,-12.61,-89.05,-76.44,,31.3,,,
87b0e447-ad8b-4944-ae9b-06761dde588d,LA CONCORDIA,EC,GNIP - Monthly,15/07/1992,0:00:00,7,360,0.104722222,-79.28333333,Precipitation,Precipitation - type unavailable,,,-3.15,-12.6,-9.45,,58,24.3,,
87b12ee6-ec5b-411f-b58c-edca6410d350,CUIABA,BR,GNIP - Monthly,15/06/1962,0:00:00,6,165,-15.6,-56.1,Precipitation,Rain,,,-1,-4.4,-3.4,,20,22.4,,18.6
87b486f3-93c6-4da6-a7b6-f80391687f9d,RIO DE JANEIRO,BR,GNIP - Monthly,15/10/1984,0:00:00,10,26,-22.9,-43.17,Precipitation,Rain,,,-2.8,-5,-2.2,,6,23.8,,22.6
87c6d63b-5ba4-47ce-92e3-0dbc9fe5f101,NUEVA ROCAFUERTE,EC,GNIP - Monthly,15/06/2017,0:00:00,6,180,-0.92,-75.4,Precipitation,Rain,,,-7.52,-48.5,-40.98,,255.9,,,
87e0630d-7b8f-4869-89b1-c8239e55aae1,LA CUCA,EC,GNIP - Monthly,15/02/2005,0:00:00,2,20,-3.491666667,-80.06666667,Precipitation,Rain,,,-1.06,-0.07,0.99,,,,,
87e83948-8167-49b5-b617-bef9530992e8,STA MARIA DA SERRA,BR,GNIP - Events,31/10/1998,0:00:00,10,488,-22.66416667,-48.06,Precipitation,Rain,,,-1.64,-1.9,-0.26,,5.3,,,
87f45cc9-03c7-4fa6-9ea2-61fdd354234a,LEBRIJA - Conquistador,CO,GNIR - Time series,8/11/2007,0:00:00,11,1073,6.991944444,-73.03888889,Surface waters,Surface Water - flowing,,,-9.21,-60.91,-51.7,,,,,
880d11fa-1d3d-445a-9d3d-d4bdb4783e15,SALVADOR (ONDINA),BR,GNIP - Monthly,15/05/1976,0:00:00,5,45,-13,-38.52,Precipitation,Rain,,,-1.65,0.8,2.45,2.5,196,24.6,,26.4
8815d249-8d91-420f-af1d-09e5245cba29,MAICAO,CO,GNIP - Monthly,15/06/2003,0:00:00,6,45,11.37261111,-72.24741667,Precipitation,Rain,,,-6.96,-50,-43.04,,,,,
881aa1ec-85d9-4f7b-8620-4d11bdd13836,MARABA,BR,GNIP - Events,15/12/1990,0:00:00,12,87,-5.333333333,-49.13472222,Precipitation,Rain,,,-3.91,-19.7,-15.79,,266,,,
88271098-0820-4365-bb84-3aa27d612a50,RIO DE JANEIRO,BR,GNIP - Monthly,15/02/1974,0:00:00,2,26,-22.9,-43.17,Precipitation,Rain,,,-3,-19.1,-16.1,4.3,6,25.9,,26.4
8829d9b8-e1c2-4799-b469-541856a07d5a,AMAZON - Obidos (GRO),BR,GNIR - Time series,30/04/2017,0:00:00,4,1,-1.92,-55.52,Surface waters,Surface Water - flowing,,,-6.982,-45.48,-38.498,,,,,
882efcdd-9161-46cc-a401-9733512ae848,MARABA,BR,GNIP - Events,15/12/1989,0:00:00,12,87,-5.333333333,-49.13472222,Precipitation,Rain,,,-4.22,-26,-21.78,,55,,,
883ef621-f1bf-4a95-85f5-fe2f535a9b09,EL TESORO (formerly COROZAL),CO,GNIP - Monthly,15/09/2008,0:00:00,9,198,9.357072,-75.289167,Precipitation,Rain,,,-6.21,-38.59,-32.38,,246,26.8,,
8855ee49-9854-4396-aade-06760fb9c6fe,GALAPAGOS (CDRS),EC,GNIP - Events,16/01/2016,6:00:00,1,2,-0.743055556,-90.30222222,Precipitation,Rain,,,-0.942244242,3.585236285,4.527480526,,0.6,,,
886ad758-c795-4af0-b3f5-d06850025218,CUIABA,BR,GNIP - Monthly,15/12/1978,0:00:00,12,165,-15.6,-56.1,Precipitation,Rain,,,-9.24,-59.5,-50.26,7.9,180,26.5,,27.3
886e52ea-34f8-417d-8ca2-3bb1b8f1b9af,PIRACICABA - Usina Ester,BR,GNIR - Time series,18/02/1997,0:00:00,2,514,-22.68361111,-47.24361111,Surface waters,Surface Water - flowing,4d-001-29                ,,-5.26,-28.93,-23.67,,,,,
886fc1b5-a15f-4f8e-918e-40226fbda325,FORTALEZA,BR,GNIP - Monthly,15/05/1973,0:00:00,5,27,-3.72,-38.55,Precipitation,Rain,,,-2.54,-9.2,-6.66,5.6,332,26.2,,28.1
888c6a15-c357-4d78-85a6-32a02564411c,CEARA MIRIM,BR,GNIP - Monthly,15/05/1965,0:00:00,5,8,-5.8,-35.2,Precipitation,Precipitation - type unavailable,,,-2.1,-5,-2.9,12.7,350,26,,26.2
889b5198-bbec-421f-bf3d-d25fe4d1033b,CUIABA,BR,GNIP - Events,15/05/1989,0:00:00,5,165,-15.6,-56.1,Precipitation,Rain,,,-5.88,-36.1,-30.22,,48,,,
889bce90-fe86-4ca2-a6ac-e313c02849d4,PUYO,EC,GNIP - Monthly,15/11/2020,0:00:00,11,960,-1.5075,-77.94388889,Precipitation,Precipitation - type unavailable,,,-6.23,-36.8,-30.57,,,,,
88a5c96b-16eb-4b58-833a-77c6c5546411,CUIABA,BR,GNIP - Monthly,15/07/1965,0:00:00,7,165,-15.6,-56.1,Precipitation,Rain,,,-1,4.4,5.4,,3,25.1,,17.5
88b5a9be-368c-4176-b527-8cb2f5b3754d,CAYENNE (FRENCH GUIANA),GF,GNIP - Monthly,15/06/1975,0:00:00,6,8,4.83,-52.37,Precipitation,Rain,,,-1.85,-14.8,-12.95,6.8,800,24.5,,28.1
88bc58c8-d344-444b-93f9-b16d0af575eb,GALAPAGOS (CDRS),EC,GNIP - Events,28/04/2015,6:00:00,4,2,-0.743055556,-90.30222222,Precipitation,Rain,,,-1.193265912,-0.817412159,0.375853753,,0.8,,,
88c6a94e-4218-4aaf-9d5e-95fcb5b88092,GALAPAGOS (CDRS),EC,GNIP - Events,3/12/2014,6:00:00,12,2,-0.743055556,-90.30222222,Precipitation,Rain,,,-1.061774468,1.843466785,2.905241253,,2.5,,,
88c7ba19-1c19-477e-9619-086e9c730ee9,CUIABA,BR,GNIP - Monthly,15/05/1963,0:00:00,5,165,-15.6,-56.1,Precipitation,Rain,,,0.4,4.4,4,,2,24.8,,21.5
88cf206b-4ef3-43e8-85a7-0907dad3570a,CARONI - Caroni,VE,GNIR - Time series,19/01/1982,0:00:00,1,73,8.101944444,-62.905,Surface waters,Surface Water - flowing,,,-3.81,-21.4,-17.59,,,,,
88cf7826-2924-42bc-8d88-3eab8d87550d,UZHCURRUMI,EC,GNIP - Monthly,15/02/1993,0:00:00,2,290,-3.322222222,-79.6,Precipitation,Precipitation - type unavailable,,,-4.08,-22.1,-18.02,,296,,,
88d6ea92-68cb-42fe-b270-8af7696fb25a,BRASILIA (AIRPORT),BR,GNIP - Events,15/04/1990,0:00:00,4,1061,-15.85,-47.93,Precipitation,Rain,,,-3.1,-49.8,-46.7,,,,,
88e19b51-b8c9-4ef3-811d-a24a0c14c041,MARCAPOMACOCHA,PE,GNIP - Monthly,15/07/2008,0:00:00,7,4477,-11.40438889,-76.32505556,Precipitation,"Rain & Snow (""mixed"")",,,-5.71,-29.19,-23.48,,4.7,3.7,,
88f437ea-cbb8-417a-842e-cd05adc3292f,SAN GABRIEL,EC,GNIP - Monthly,15/04/2019,0:00:00,4,2860,0.604166667,-77.81944444,Precipitation,Precipitation - type unavailable,,,-18.24,-137.5,-119.26,,,,,
890ac697-8750-4385-bde2-bd47c0f7d676,PORTO VELHO,BR,GNIP - Monthly,15/08/1981,0:00:00,8,105,-8.77,-63.92,Precipitation,Rain,,,-6.89,-45.9,-39.01,8,44,25.1,,28.4
89139bf1-62cb-4a09-a77d-e41cd1f33a77,LEBRIJA - Cafe Madrid,CO,GNIR - Time series,17/11/2005,0:00:00,11,621,7.167222222,-73.14638889,Surface waters,Surface Water - flowing,,219,-10.09,-67.95,-57.86,,,,23.7,
8916f971-a595-41da-9bbe-1e62ca1497e8,LEBRIJA - Cafe Madrid,CO,GNIR - Time series,29/04/2006,0:00:00,4,621,7.167222222,-73.14638889,Surface waters,Surface Water - flowing,,199,-9.43,-62.01,-52.58,,,,23.9,
8919d7d2-52ea-491d-865e-edf0edb36386,EL PICACHO,CO,GNIP - Monthly,15/11/2006,0:00:00,11,,7.112777778,-72.96972222,Precipitation,Rain,,,-11.18,-74.57,-63.39,,,,,
8932a1c6-81c6-44d9-aea2-3ba4a26e230e,CRUZEIRO DO SUL,BR,GNIP - Events,30/06/1989,0:00:00,6,170,-7.66,-72.65,Precipitation,Rain,,,-6.72,-38.4,-31.68,,143,,,
893b7376-77a0-471e-a984-1e8d0bf6b877,IZOBAMBA,EC,GNIP - Monthly,15/03/1982,0:00:00,3,3058,-0.37,-78.55,Precipitation,Rain,,,-15.53,-113.5,-97.97,7.4,158,,,
894858bc-f660-42f2-8085-c4adeeea6922,BRASILIA (AIRPORT),BR,GNIP - Monthly,15/09/1967,0:00:00,9,1061,-15.85,-47.93,Precipitation,Rain,,,0.53,18.6,18.07,35,39,22.3,,15
89547d32-eea3-41a4-be79-9f9287ee088e,UZHCURRUMI,EC,GNIP - Monthly,15/06/1994,0:00:00,6,290,-3.322222222,-79.6,Precipitation,Precipitation - type unavailable,,,-1.51,-4,-2.49,,13,,,
89610d16-b0b4-492a-8f10-80f9edcb2314,LEBRIJA - Conquistador,CO,GNIR - Time series,26/02/2007,0:00:00,2,1073,6.991944444,-73.03888889,Surface waters,Surface Water - flowing,,433,-9.06,-62.54,-53.48,,,,20.8,
896e7b2c-cdea-4f4b-84f6-99e442c90ba9,CUIABA,BR,GNIP - Monthly,15/03/1977,0:00:00,3,165,-15.6,-56.1,Precipitation,Rain,,,-4.16,-22.3,-18.14,10.6,130,26.8,,28.1
89790709-2a5a-4e0f-8297-41d7f33c6996,NUEVA ROCAFUERTE,EC,GNIP - Monthly,15/08/2019,0:00:00,8,180,-0.92,-75.4,Precipitation,Precipitation - type unavailable,,,-0.88,9.6,10.48,,,,,
89853201-f8f3-4c9a-b073-03b8a47abd29,GALAPAGOS (CDRS),EC,GNIP - Monthly,15/04/2015,0:00:00,4,2,-0.743055556,-90.30222222,Precipitation,Rain,,,-2.976897978,-12.83949765,-9.862599674,,80.3,,,
898690ab-cfe3-45ef-acfa-90c2fd265a55,UAUPES,BR,GNIP - Monthly,15/09/1978,0:00:00,9,74,-0.121944444,-67.14916667,Precipitation,Rain,,,-3.1,-11,-7.9,,332.6,,,
898907d4-fb61-40bd-8c3d-ca50301d5afd,EL HATO,CO,GNIP - Monthly,15/03/1999,0:00:00,3,3150,4.501352778,-74.29085833,Precipitation,Rain,,,-8.32,-54.05,-45.73,,44.7,,,
89897158-32fc-4e2c-b643-7a77c86e625f,CEARA MIRIM,BR,GNIP - Monthly,15/11/1966,0:00:00,11,8,-5.8,-35.2,Precipitation,Precipitation - type unavailable,,,-0.7,-5.5,-4.8,11.5,30,27,,26
89941b30-83a6-4d8d-a48c-7a021a01b418,MANICORE,BR,GNIP - Events,30/04/1990,0:00:00,4,49,-5.8,-61.27,Precipitation,Rain,,,-5.16,-26.3,-21.14,,,,,
8996ef49-8196-4b6d-8b8b-23a60abbd031,TONA,CO,GNIP - Monthly,15/03/2006,0:00:00,3,2660,7.198611111,-72.97388889,Precipitation,Rain,,,-3.76,-16.73,-12.97,,,,,
899e2c48-54b8-4c87-959c-2ad1be5fc267,MARACAY,VE,GNIP - Monthly,15/12/1969,0:00:00,12,442,10.25,-67.65,Precipitation,Rain,,,-5.09,-30.4,-25.31,1.5,18,24.2,,22.2
89b3f7c0-8995-42b3-8cb0-63d7fdb45182,LEBRIJA - Majadas,CO,GNIR - Time series,3/4/2005,0:00:00,4,760,7.159166667,-73.10083333,Surface waters,Surface Water - flowing,,166,-9.23,-64.25,-55.02,,,,21.1,
89be4ad1-d0ae-4ce2-84b9-38514b7b8398,BELLAVISTA (GALAPAGOS IS.),EC,GNIP - Monthly,15/09/1999,0:00:00,9,194,-0.694444444,-90.325,Precipitation,"Rain & Snow (""mixed"")",,,-1.275,-1.9,-0.625,0.9,64,19.2,,21.2
89c1ebbe-c0f5-4477-ac41-a044aea40ab2,SAN GABRIEL,EC,GNIP - Monthly,15/01/2020,0:00:00,1,2860,0.604166667,-77.81944444,Precipitation,Precipitation - type unavailable,,,-8.42,-58.2,-49.78,,,,,
89cb4788-9200-49b7-b453-3adcb138c62c,EL TESORO (formerly COROZAL),CO,GNIP - Monthly,15/08/2015,0:00:00,8,198,9.357072,-75.289167,Precipitation,Rain,,,-4.4,-30.2,-25.8,,71.3,27.8,,31.9
89cbabcc-9d9e-4c6f-a04a-662b4f08deef,MANAUS,BR,GNIP - Monthly,15/04/1983,0:00:00,4,72,-3.12,-60.02,Precipitation,Rain,,,-2.19,-4,-1.81,4.9,192,26.8,,31.3
89d822e2-9024-464a-af4a-8c114e945a6f,BRASILIA (AIRPORT),BR,GNIP - Monthly,15/05/1983,0:00:00,5,1061,-15.85,-47.93,Precipitation,Rain,,,-3.3,-17,-13.7,,54,,,
89de1bbf-777c-44cb-9388-0a8d016aebdd,CEARA MIRIM,BR,GNIP - Monthly,15/12/1975,0:00:00,12,8,-5.8,-35.2,Precipitation,Rain,,,-0.47,6.4,6.87,4,27,25.8,,24.9
89ec4929-6c0a-4ade-b09a-602d3a8c5506,PORTO VELHO,BR,GNIP - Monthly,15/07/1978,0:00:00,7,105,-8.77,-63.92,Precipitation,Rain,,,0.69,13,12.31,10.1,25,24.5,,28
89f4b2ec-a9c9-433e-95a4-d911244525bd,PORTO ALEGRE,BR,GNIP - Monthly,15/12/1981,0:00:00,12,7,-30.08,-51.18,Precipitation,Rain,,,-5.11,-30.3,-25.19,8.3,91,22.2,,19.1
89f6f6f4-d2c1-4821-873f-5ce37c0556b2,PIRACICABA,BR,GNIP - Events,21/10/1996,0:00:00,10,545,-22.71,-46.46583333,Precipitation,Rain,,,-2.8,-7.7,-4.9,,13.8,,,
89fa549b-a331-45d6-ad7a-7a373e216ee5,BENJAMIN CONSTANT,BR,GNIP - Events,31/07/1989,0:00:00,7,65,-4.38,-69.98,Precipitation,Rain,,,-2.69,-7.4,-4.71,,53,,,
89fb4ac3-aa6d-4a35-b8a4-d17cd42fb899,PIRACICABA - Piracicaba,BR,GNIR - Time series,31/08/1995,0:00:00,8,468,-22.68745278,-47.67807778,Surface waters,Surface Water - flowing,CESP-4                   ,,-5.48,-36.23,-30.75,,,,,
8a0492ea-21c1-463d-bbf8-402820f9da5b,UAUPES,BR,GNIP - Monthly,15/02/1975,0:00:00,2,74,-0.121944444,-67.14916667,Precipitation,Rain,,,-3.4,-5,-1.6,,183.9,,,
8a09c4c6-2a1b-4788-8b60-dc5736561f85,"MAGDALENA - Calamar (Bolivar, Intendencia Fluvial)",CO,GNIR - Time series,28/08/2017,16:00:00,8,2,10.25321,-74.91608,Surface waters,Surface Water - flowing,Sampling time is local time,,-7.225,-49.83,-42.605,,,,,
8a1671ab-6588-4d4f-8868-a5e913100c2d,RIO DE JANEIRO,BR,GNIP - Monthly,15/07/1965,0:00:00,7,26,-22.9,-43.17,Precipitation,Rain,,,-1.8,2.5,4.3,24,47,22.3,,20.8
8a27ee86-2ee2-4c16-8136-9e37b087bd6b,CUIABA,BR,GNIP - Monthly,15/01/1969,0:00:00,1,165,-15.6,-56.1,Precipitation,Rain,,,-9.4,-71,-61.6,28.5,275,24.1,,28.3
8a314c48-cc4b-485d-9a5c-779741fd4ee3,RIO CLARO (UNESP),BR,GNIP - Monthly,15/12/2016,0:00:00,12,614.49694,-22.399288,-47.543743,Precipitation,Precipitation - type unavailable,,,-2.14,-8.1,-5.96,2.93,,,,
8a339abe-ff06-4a2e-945b-2f41c2c06d87,BARRANQUILLA,CO,GNIP - Monthly,15/04/1981,0:00:00,4,14,10.88,-74.78,Precipitation,Rain,,,-5.8,-41,-35.2,7.3,72,27.7,,34
8a398c6a-1b52-42e6-84da-33f9a6fdcf00,RIO DE JANEIRO,BR,GNIP - Monthly,15/12/1967,0:00:00,12,26,-22.9,-43.17,Precipitation,Rain,,,-3.7,-4.5,-0.8,20.6,150,23.5,,22.2
8a3a6e5a-4764-4230-8200-701a565ae03b,PORTOVIEJO,EC,GNIP - Monthly,15/05/2015,0:00:00,5,60,-1.040555556,-80.465,Precipitation,Precipitation - type unavailable,,,-1.5,-7.5,-6,,,,,
8a503eee-2a10-41fb-a605-4ba98bafc29a,OVEJAS,CO,GNIP - Monthly,15/11/2002,0:00:00,11,225,9.545,-75.22027778,Precipitation,Rain,,,-7.06,-48.3,-41.24,,,,,
8a613ac2-b812-42a9-8341-3c667ebd7d1d,PORTO VELHO,BR,GNIP - Monthly,15/06/1978,0:00:00,6,105,-8.77,-63.92,Precipitation,Rain,,,-5.19,-33.7,-28.51,4.6,42,23.7,,26.6
8a6fb2e6-25f6-4d35-b37e-adb3f2cc8520,BELEM,BR,GNIP - Monthly,15/09/1968,0:00:00,9,24,-1.43,-48.48,Precipitation,Rain,,,0.51,9.7,9.19,24.2,126,26.3,,27.7
8a70dfc2-e63a-4852-92be-9554341b0cb6,BELEM,BR,GNIP - Monthly,15/08/1979,0:00:00,8,24,-1.43,-48.48,Precipitation,Rain,,,-0.3,5.2,5.5,4.8,136,26.2,,30.4
8a7fcec9-82d6-4789-8508-d48349140ae4,IZOBAMBA,EC,GNIP - Monthly,15/12/1974,0:00:00,12,3058,-0.37,-78.55,Precipitation,Rain,,,-9.43,-63.3,-53.87,12.1,176,11,,11.5
8a845e88-0510-46dd-bf9d-64aab00318e0,GALAPAGOS (CDRS),EC,GNIP - Events,13/08/2015,6:00:00,8,2,-0.743055556,-90.30222222,Precipitation,Rain,,,0.079150405,9.423059256,9.343908851,,0.6,,,
8a880890-b799-4b93-b0ec-cc1faf1f86b1,LEBRIJA - Majadas,CO,GNIR - Time series,6/10/2007,0:00:00,10,760,7.159166667,-73.10083333,Surface waters,Surface Water - flowing,,,-9.78,-67.28,-57.5,,,,,
8a896d80-f51f-4bb2-afee-b3eb00b79437,QUITO-INAMHI,EC,GNIP - Monthly,15/10/2015,0:00:00,10,2789,-0.166666667,-78.48333333,Precipitation,Precipitation - type unavailable,,,-11.78,-85.5,-73.72,,,,,
8a95fb92-6498-4c59-993a-8be6a1a86a6c,PIRACICABA,BR,GNIP - Events,21/01/1997,0:00:00,1,545,-22.71,-46.46583333,Precipitation,Rain,,,-4.5,-22,-17.5,,12.5,,,
8a98d17c-395c-457e-a626-4bc4b98d8733,BELO HORIZONTE-CDTN,BR,GNIP - Monthly,15/11/2020,0:00:00,11,857,-19.87086111,-43.96733333,Precipitation,Precipitation - type unavailable,,,-3.83,-17.6,-13.77,3.16,,,,
8aa50f5a-d692-4651-a6a5-6c9a8e910943,IZOBAMBA,EC,GNIP - Monthly,15/07/2015,0:00:00,7,3058,-0.37,-78.55,Precipitation,Precipitation - type unavailable,,,-8.92,-60.6,-51.68,,,,,
8aa925ae-8c90-4e01-85d0-2fc94adcc66c,BELLAVISTA (GALAPAGOS IS.),EC,GNIP - Monthly,15/06/2004,0:00:00,6,194,-0.694444444,-90.325,Precipitation,"Rain & Snow (""mixed"")",,,-1.89,-3.9,-2.01,,78.5,21.6,,24.2
8ad5e6c4-7486-4bac-86a9-7db1ba153940,SALVADOR (ONDINA),BR,GNIP - Monthly,15/04/1976,0:00:00,4,45,-13,-38.52,Precipitation,Rain,,,-0.91,4.5,5.41,2.9,179,25.5,,26.4
8aec3c09-aef0-4010-8dd2-daf4f904ed5a,EL VERJON,CO,GNIP - Monthly,15/07/1999,0:00:00,7,3250,4.65325,-74.09894167,Precipitation,Rain,,,-10.75,-72.35,-61.6,,125,,,
8aeec939-584f-4c4e-8f71-4e47b2e8e2fa,BELEM,BR,GNIP - Monthly,15/05/1975,0:00:00,5,24,-1.43,-48.48,Precipitation,Rain,,,-7.48,-45.3,-37.82,10.9,293,25.5,,29.8
8af4495f-2560-4002-a032-6b364fb62e30,GALAPAGOS (CDRS),EC,GNIP - Events,21/12/2013,6:00:00,12,2,-0.743055556,-90.30222222,Precipitation,Rain,,,-1.396649713,-1.604737161,-0.208087448,,1.8,,,
8af5d667-04a4-40a9-b19d-387dd3bc9551,CDRS,EC,GNIP - Synoptic,10/1/2015,0:00:00,1,10,-0.743,-90.304,Precipitation,Rain,"see description in reference; station site; early AM rain, using minimum daily T from CDRS climate dataset",,-0.12,7.42,7.54,,,23.9,,
8b06d369-0c93-4a8f-8b68-b1692c68eac4,BOGOTA,CO,GNIP - Monthly,15/04/2005,0:00:00,4,2547,4.7,-74.13,Precipitation,Rain,,,-12.2,-90.92,-78.72,1.14,93.3,14,,13.3
8b09e1ec-bb2a-430a-b29b-c90cf1833d57,PORTO ALEGRE,BR,GNIP - Monthly,15/11/1969,0:00:00,11,7,-30.08,-51.18,Precipitation,Rain,,,-5.41,-28.5,-23.09,41.4,97,21.4,,19
8b19ae3f-86d5-4e5d-83a1-0d79d5a1edd1,RIO DE JANEIRO,BR,GNIP - Monthly,15/10/1973,0:00:00,10,26,-22.9,-43.17,Precipitation,Rain,,,-4.02,-23.2,-19.18,11.9,81,22.4,,19.4
8b2848b2-b7f2-497b-a0c2-4f639d27ebc6,CAYENNE (FRENCH GUIANA),GF,GNIP - Monthly,15/12/1972,0:00:00,12,8,4.83,-52.37,Precipitation,Rain,,,-0.64,-0.3,0.34,6.5,335,25.6,,28.9
8b2a1627-3645-4d30-99f4-7fcc5d777d37,BOGOTA,CO,GNIP - Monthly,15/06/2019,0:00:00,6,2547,4.7,-74.13,Precipitation,Rain,,,-14.58,-108,-93.42,1.53,86.5,14.4,,11.9
8b31842c-0395-4153-8817-c37fc343e86d,LEBRIJA - Majadas,CO,GNIR - Time series,13/11/2006,0:00:00,11,760,7.159166667,-73.10083333,Surface waters,Surface Water - flowing,,140,-9.09,-61.36,-52.27,,,,24.1,
